date,team,name,status
1999-03-29, Mavericks, • Bruno Sundov, placed on IR with tendinitis in right hand / wrist injury
1999-03-29, Mavericks, • Robert Pack, activated from IL
1999-03-30, Mavericks, • Robert Pack, torn right hamstring (DNP)
1999-03-31, Pistons, • Charles O'Bannon, placed on IL with right knee tendinitis
1999-03-31, Pistons, • Joe Dumars, activated from IL
1999-04-01, Heat, • Terry Mills, placed on IR with strength deficit in left leg (sore left knee per Stats)
1999-04-01, Heat, • Jamal Mashburn, activated from IL
1999-04-01, Nuggets, • Keon Clark, placed on IR with partially collapsed lung
1999-04-01, Wizards, • Tracy Murray, placed on IL with sprained right big toe
1999-04-01, Wizards, • Randell Jackson, activated from IL
1999-04-02, Celtics, • Bruce Bowen, placed on IL with broken right index finger
1999-04-02, Celtics, • Eric Riley, activated from IL
1999-04-02, Hawks, • Steve Smith (Delano), placed on IL with sprained left knee
1999-04-02, Magic, • Nick Anderson, strained left hamstring (DNP)
1999-04-02, Nets, • Jayson Williams, placed on IR with broken right leg
1999-04-04, Clippers, • Sherman Douglas, activated from IL
1999-04-04, Knicks, • Rick Brunson, placed on IR with kidney stones
1999-04-04, Knicks, • Ben Davis, activated from IL
1999-04-04, Pistons, • Christian Laettner, placed on IL with fractured rib
1999-04-04, Pistons, • Korleone Young, activated from IL
1999-04-05, Lakers, • Travis Knight, placed on IL with left Achilles tendinitis
1999-04-05, Lakers, • Tyronn Lue, activated from IL
1999-04-06, Blazers, • Jermaine O'Neal, placed on IL with bone spurs in left ankle
1999-04-06, Clippers, • Keith Closs, placed on IL with patella tendinitis in right knee
1999-04-06, Nets, • Jayson Williams, placed on IR with broken leg (out for season) (per Stats)
1999-04-06, Nets, • Scott Burrell, activated from IL
1999-04-06, Sonics, • Billy Owens, placed on IL with strained left knee
1999-04-06, Sonics, • Don MacLean, activated from IL
1999-04-07, Rockets, • Brent Price, placed on IL with torn cartilage in right knee
1999-04-07, Spurs, • Andrew Gaze, placed on IL with sprained left ankle
1999-04-07, Suns, • Toby Bailey, placed on IL with right knee tendinitis
1999-04-07, Suns, • Marko Milic, activated from IL
1999-04-07, Suns, • Rex Chapman, activated from IL
1999-04-07, Timberwolves, • Terrell Brandon, placed on IL with bruised right knee / thigh (Stats)
1999-04-07, Timberwolves, • Malik Sealy, activated from IL
1999-04-08, Rockets, • Matt Maloney, activated from IL
1999-04-08, Sonics, • Drew Barry, placed on IR with back pain
1999-04-08, Sonics, • Vin Baker, activated from IL
1999-04-08, Spurs, • Gerald King, activated from IL
1999-04-08, Spurs, • Gerard King, activated from IL
1999-04-09, Bulls, • Brent Barry, placed on IL with sprained right ankle
1999-04-09, Bulls, • Ron Harper, activated from IL
1999-04-11, Pistons, • Korleone Young, placed on IL with back spasms
1999-04-11, Pistons, • Charles O'Bannon, activated from IL
1999-04-12, Pacers, • Fred Hoiberg, placed on IL with lower back spasms
1999-04-12, Pacers, • Derrick McKey, activated from IL
1999-04-12, Wizards, • Juwan Howard, placed on IL with sprained left ankle
1999-04-12, Wizards, • Tracy Murray, activated from IL
1999-04-13, 76ers, • George Lynch, placed on IR with sprained right MCL
1999-04-13, 76ers, • Rick Mahorn, activated from IL
1999-04-13, Blazers, • Brian Shaw, placed on IL with left knee tendinitis
1999-04-13, Blazers, • Carlos Rogers, activated from IL
1999-04-13, Heat, • Theodore Edwards / Blue Edwards, placed on IL with plantar fasciatis in left foot
1999-04-13, Heat, • Voshon Lenard, activated from IL
1999-04-14, Blazers, • Carlos Rogers, placed on IL with right knee tendinitis
1999-04-14, Blazers, • Jermaine O'Neal, activated from IL
1999-04-14, Cavaliers, • Derek Anderson, placed on IR with bruising in the medial meniscus in right knee
1999-04-14, Cavaliers, • Ryan Stack, activated from IL
1999-04-14, Celtics, • Eric Riley, placed on IL with sprained right ankle
1999-04-14, Celtics, • Bruce Bowen, activated from IL
1999-04-14, Magic, • Miles Simon, placed on IR with patella tendinitis in left knee
1999-04-14, Magic, • Charles Outlaw / Bo Outlaw, activated from IL
1999-04-14, Wizards, • Terry Davis, placed on IL with bruised right shin (date 04-19 per AP)
1999-04-16, Hawks, • Steve Smith (Delano), activated from IL
1999-04-16, Lakers, • Travis Knight, activated from IL
1999-04-16, Nuggets, • Kelly McCarty, activated from IL
1999-04-17, Mavericks, • Robert Pack, placed on IR with torn ligaments in left shoulder (out for season)
1999-04-17, Mavericks, • Bruno Sundov, activated from IL
1999-04-17, Sonics, • Vladimir Stepania, placed on IL
1999-04-17, Sonics, • James Cotton, activated from IL
1999-04-19, Wizards, • Jahidi White, activated from IL
1999-04-21, Celtics, • Kenny Anderson, placed on IL with strained right hamstring
1999-04-21, Celtics, • Eric Riley, activated from IL
1999-04-21, Heat, • Rex Walters, placed on IL with right knee patella tendinitis
1999-04-21, Heat, • Marty Conlon, activated from IL
1999-04-21, Rockets, • Othella Harrington, placed on IR with surgery on left toe
1999-04-21, Rockets, • Brent Price, activated from IL
1999-04-21, Timberwolves, • Malik Sealy, placed on IL with sprained left ankle
1999-04-21, Timberwolves, • Reggie Jordan, placed on IL with sprained right ankle
1999-04-21, Timberwolves, • Anthony Peeler, activated from IL
1999-04-21, Timberwolves, • Terrell Brandon, activated from IL
1999-04-23, Bulls, • Charles Jones (C.J.), placed on IL with sore left knee (per Stats & Bulls media guide)
1999-04-23, Bulls, • Brent Barry, activated from IL (per Bulls media guide)
1999-04-23, Clippers, • Darrick Martin, placed on IR with strained right knee (left knee per Stats)
1999-04-23, Clippers, • Keith Closs, activated from IL
1999-04-23, Knicks, • Ben Davis, placed on IL with lower back pain
1999-04-24, 76ers, • George Lynch, activated from IL
1999-04-24, Blazers, • Bonzi Wells, placed on IR with asthma
1999-04-24, Knicks, • Mirsad Turkcan, placed on IL with strained right groin
1999-04-24, Knicks, • Rick Brunson, activated from IL
1999-04-24, Suns, • Marko Milic, placed on IR with broken nose
1999-04-24, Suns, • Toby Bailey, activated from IL
1999-04-25, 76ers, • Doug Overton, placed on IL with strained lower back
1999-04-25, Bulls, • Charles Jones (C.J.), placed on IL with left knee patellar tendinitis
1999-04-25, Bulls, • Brent Barry, activated from IL
1999-04-26, Cavaliers, • Brevin Knight, placed on IR with fractured left hand
1999-04-26, Cavaliers, • Derek Anderson, activated from IL
1999-04-27, Nets, • Keith Van Horn, placed on IL with broken left thumb
1999-04-27, Pistons, • Khalid Reeves, placed on IL with strained lower back (back spasms per Stats)
1999-04-27, Pistons, • Christian Laettner, activated from IL
1999-04-27, Sonics, • Rashard Lewis, placed on IR with back strain
1999-04-27, Sonics, • Vladimir Stepania, activated from IL
1999-04-28, Suns, • Gerald Brown, placed on IL with left knee tendinitis
1999-04-29, Rockets, • Stanley Roberts, activated from IL
1999-04-30, Raptors, • Sean Marks, placed on IL with upper respiratory infection
1999-04-30, Raptors, • Negele Knight, activated from IL
1999-04-30, Sonics, • James Cotton, placed on IR with gastroenteritis
1999-04-30, Sonics, • Drew Barry, activated from IL
1999-04-30, Warriors, • Jason Caffey, placed on IL with strained right Achilles tendon
1999-04-30, Warriors, • Duane Ferrell, activated from IL
1999-05-01, Bucks, • Dell Curry, placed on IL with lower back spasms
1999-05-01, Bucks, • Sam Cassell, activated from IL
1999-05-01, Grizzlies, • Bryant Reeves, activated from IL
1999-05-01, Timberwolves, • Dennis Scott, placed on IL with right knee tendinitis
1999-05-01, Timberwolves, • Malik Sealy, activated from IL
1999-05-02, Heat, • Keith Askins, placed on IR with a deep thigh bruise
1999-05-02, Heat, • Marty Conlon, placed on IR with tendinitis in right hand
1999-05-02, Heat, • Rex Walters, activated from IL
1999-05-02, Heat, • Theodore Edwards / Blue Edwards, activated from IL
1999-05-03, Bulls, • Randy Brown, placed on IL with a sprained right ankle
1999-05-03, Bulls, • Charles Jones (C.J.), activated from IL
1999-05-04, Blazers, • Bonzi Wells, activated from IL
1999-05-04, Bucks, • Glenn Robinson, placed on IR with a deep bone bruise in right knee
1999-05-04, Bucks, • Vinny Del Negro, placed on IL with sprained left ankle (out for season)
1999-05-04, Bucks, • Paul Grant, activated from IL
1999-05-04, Cavaliers, • Corie Blount, underwent surgery on left knee to remove torn cartilage
1999-05-04, Celtics, • Greg Minor, placed on IR with a right hip fracture
1999-05-04, Heat, • Alonzo Mourning, placed on IR with a right hip pointer / slight eye fracture
1999-05-04, Knicks, • Patrick Ewing Sr., placed on IR with Achilles tendinitis
1999-05-04, Rockets, • Anthony Miller / Pig Miller, placed on IR with a strained left knee
1999-05-04, Rockets, • Othella Harrington, activated from IL
1999-05-04, Timberwolves, • Bill Curley, placed on IR with a sprained right wrist
1999-05-05, 76ers, • Anthony Parker, activated from IL
1999-05-05, 76ers, • Doug Overton, activated from IL
1999-05-05, Blazers, • Brian Shaw, activated from IL
1999-05-05, Blazers, • Carlos Rogers, activated from IL
1999-05-05, Blazers, • Nikita Morgunov, activated from IL
1999-05-05, Bucks, • Dell Curry, activated from IL
1999-05-05, Bucks, • Glenn Robinson, activated from IL
1999-05-05, Bucks, • Vinny Del Negro, activated from IL
1999-05-05, Bulls, • Andrew Lang, activated from IL
1999-05-05, Bulls, • Randy Brown, activated from IL
1999-05-05, Cavaliers, • Brevin Knight, activated from IL
1999-05-05, Celtics, • Bruce Bowen, activated from IL
1999-05-05, Celtics, • Greg Minor, activated from IL (per Stats)
1999-05-05, Celtics, • Kenny Anderson, activated from IL
1999-05-05, Celtics, • Ronald Jones / Popeye Jones, activated from IL
1999-05-05, Clippers, • Darrick Martin, activated from IL
1999-05-05, Clippers, • Jerome Richardson / Pooh Richardson, activated from IL
1999-05-05, Clippers, • Stojko Vrankovic, activated from IL
1999-05-05, Grizzlies, • Doug West, activated from IL
1999-05-05, Grizzlies, • Lee Mayberry, activated from IL
1999-05-05, Hawks, • LaPhonso Ellis, activated from IL
1999-05-05, Heat, • Alonzo Mourning, activated from IL
1999-05-05, Heat, • Terry Mills, activated from IL
1999-05-05, Hornets, • Anthony Mason Sr., activated from IL
1999-05-05, Kings, • Oliver Miller, activated from IL
1999-05-05, Knicks, • Ben Davis, activated from IL
1999-05-05, Knicks, • Mirsad Turkcan, activated from IL
1999-05-05, Knicks, • Patrick Ewing Sr., activated from IL
1999-05-05, Lakers, • Sam Jacobson, activated from IL
1999-05-05, Magic, • Gerald Wilkins, activated from IL
1999-05-05, Magic, • Jonathan Kerner, activated from IL
1999-05-05, Magic, • Miles Simon, activated from IL
1999-05-05, Mavericks, • Ansu Sesay, activated from IL
1999-05-05, Mavericks, • Cedric Ceballos, activated from IL
1999-05-05, Mavericks, • Robert Pack, activated from IL
1999-05-05, Nets, • Eric Murdock, activated from IL
1999-05-05, Nets, • Jayson Williams, activated from IL
1999-05-05, Nets, • Jim McIlvaine, activated from IL
1999-05-05, Nets, • Keith Van Horn, activated from IL
1999-05-05, Nuggets, • Keon Clark, activated from IL
1999-05-05, Nuggets, • Raef LaFrentz, activated from IL
1999-05-05, Pacers, • Fred Hoiberg, activated from IL
1999-05-05, Pacers, • Mark Pope, activated from IL
1999-05-05, Pacers, • Mike Skelin / Mate Skelin, activated from IL
1999-05-05, Pistons, • Khalid Reeves, activated from IL
1999-05-05, Pistons, • Korleone Young, activated from IL
1999-05-05, Pistons, • Steve Henson, activated from IL
1999-05-05, Raptors, • Micheal Williams, activated from IL
1999-05-05, Raptors, • Paul Rogers, activated from IL
1999-05-05, Raptors, • Sean Marks, activated from IL
1999-05-05, Rockets, • Anthony Miller / Pig Miller, activated from IL
1999-05-05, Rockets, • Eddie Johnson (Arnet), activated from IL
1999-05-05, Sonics, • Dale Ellis, placed on IL
1999-05-05, Sonics, • Billy Owens, activated from IL
1999-05-05, Sonics, • James Cotton, activated from IL
1999-05-05, Sonics, • Martyn Norris / Moochie Norris, activated from IL
1999-05-05, Sonics, • Rashard Lewis, activated from IL
1999-05-05, Spurs, • Andrew Gaze, activated from IL
1999-05-05, Spurs, • Brandon Williams, activated from IL
1999-05-05, Timberwolves, • Bill Curley, activated from IL
1999-05-05, Timberwolves, • Dennis Scott, activated from IL
1999-05-05, Timberwolves, • Reggie Jordan, activated from IL
1999-05-05, Timberwolves, • Trevor Winter, activated from IL
1999-05-05, Warriors, • Jason Caffey, activated from IL
1999-05-05, Wizards, • Evric Gray, activated from IL
1999-05-05, Wizards, • Juwan Howard, activated from IL
1999-05-05, Wizards, • Lorenzo Williams, activated from IL
1999-05-05, Wizards, • Terry Davis, activated from IL
1999-05-06, Blazers, • Art Long, activated from IL
1999-05-06, Hornets, • Eddie Jones," underwent surgery on right hand to repair a flexor tendon, an artery, and a nerve (out 3 months)"
1999-05-11, Clippers, • Michael Olowokandi, underwent arthroscopic surgery on left knee to remove damaged cartilage
1999-05-12, Hawks, • Alan Henderson, double vision (out indefinitely)
1999-05-18, Hornets, • David Wesley, underwent arthroscopic surgery on his left knee to repair damaged cartilage
1999-05-18, Suns, • Rex Chapman, underwent surgery on his right foot to remove a neuroma (entrapment of a nerve)
1999-05-19, Kings, • Corliss Williamson, underwent surgery to remove a bone spur from his right big toe (out 4-6 weeks)
1999-05-21, Mavericks, • Dirk Nowitzki, underwent minor nasal surgery to clear up sinus trouble
1999-07-06, Knicks, • Charlie Ward, surgery on right knee to remove loose cartilage (out 4-6 weeks)
